order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
o0000000000000000000000000656,c0000000000000000000000000656,delivered,2018-01-23 10:33:30,2018-01-23 21:48:32,2018-01-31 05:00:02,2018-02-04 14:35:51,2018-02-07 10:33:30
o0000000000000000000000000657,c0000000000000000000000000657,delivered,2017-03-21 18:31:24,2017-03-22 00:57:27,2017-03-24 22:10:05,2017-04-01 11:46:37,2017-04-04 18:31:24
o0000000000000000000000000658,c0000000000000000000000000658,delivered,2017-01-08 12:36:15,2017-01-09 01:37:15,2017-01-16 05:40:28,2017-02-04 08:29:01,2017-01-21 12:36:15
o0000000000000000000000000659,c0000000000000000000000000659,delivered,2017-08-31 03:52:22,2017-08-31 08:04:42,2017-09-03 20:25:48,2017-09-20 00:28:36,2017-10-03 03:52:22
o0000000000000000000000000660,c0000000000000000000000000660,delivered,2017-02-11 22:01:38,2017-02-11 22:50:02,2017-02-13 06:33:06,2017-02-28 19:04:07,2017-03-20 22:01:38
o0000000000000000000000000661,c0000000000000000000000000661,delivered,2017-08-08 08:11:04,2017-08-08 14:22:42,2017-08-12 06:57:04,2017-08-16 05:45:49,2017-09-08 08:11:04
o0000000000000000000000000662,c0000000000000000000000000662,delivered,2017-04-17 16:11:36,2017-04-17 17:52:16,2017-04-23 09:08:32,2017-04-28 13:21:16,2017-05-04 16:11:36
o0000000000000000000000000663,c0000000000000000000000000663,delivered,2018-04-21 01:09:43,2018-04-21 08:13:30,2018-04-28 19:19:06,2018-05-07 04:31:51,2018-05-01 01:09:43
o0000000000000000000000000664,c0000000000000000000000000664,delivered,2018-06-18 22:07:08,2018-06-19 16:06:31,2018-06-21 22:45:44,2018-07-04 11:04:03,2018-07-06 22:07:08
o0000000000000000000000000665,c0000000000000000000000000665,delivered,2018-02-18 18:04:44,2018-02-18 23:02:17,2018-02-20 03:04:54,2018-03-15 16:16:27,2018-03-21 18:04:44
o0000000000000000000000000666,c0000000000000000000000000666,delivered,2017-03-20 13:36:10,2017-03-20 14:40:16,2017-03-24 09:08:10,2017-04-11 19:13:59,2017-04-17 13:36:10
o0000000000000000000000000667,c0000000000000000000000000667,delivered,2017-09-28 05:22:03,2017-09-28 17:18:39,2017-10-06 00:50:57,2017-10-08 19:31:51,2017-10-28 05:22:03
o0000000000000000000000000668,c0000000000000000000000000668,delivered,2017-02-17 16:25:58,2017-02-18 10:29:10,2017-02-21 04:51:56,2017-03-11 07:21:07,2017-03-18 16:25:58
o0000000000000000000000000669,c0000000000000000000000000669,delivered,2017-08-23 01:11:09,2017-08-23 06:47:29,2017-08-26 06:54:29,2017-09-12 23:00:43,2017-09-28 01:11:09
o0000000000000000000000000670,c0000000000000000000000000670,delivered,2017-08-23 04:47:42,2017-08-23 07:43:31,2017-08-24 17:29:40,2017-09-13 01:27:54,2017-09-28 04:47:42
o0000000000000000000000000671,c0000000000000000000000000671,delivered,2017-01-25 12:36:41,2017-01-26 01:15:52,2017-02-02 10:13:25,2017-02-09 19:01:41,2017-02-08 12:36:41
o0000000000000000000000000672,c0000000000000000000000000672,delivered,2018-02-18 18:13:02,2018-02-19 01:45:44,2018-02-27 10:28:01,2018-03-27 17:57:18,2018-03-15 18:13:02
o0000000000000000000000000673,c0000000000000000000000000673,delivered,2017-05-04 19:45:50,2017-05-05 10:12:34,2017-05-08 14:56:20,2017-05-26 13:30:50,2017-05-28 19:45:50
o0000000000000000000000000674,c0000000000000000000000000674,delivered,2017-06-16 02:05:10,2017-06-16 15:42:05,2017-06-23 00:42:58,2017-06-24 00:42:58,2017-06-24 02:05:10
o0000000000000000000000000675,c0000000000000000000000000675,delivered,2017-01-27 08:55:02,2017-01-27 16:47:53,2017-01-31 15:45:25,2017-02-01 18:47:24,2017-02-04 08:55:02
o0000000000000000000000000676,c0000000000000000000000000676,delivered,2017-06-04 02:11:23,2017-06-04 15:51:29,2017-06-06 00:43:10,2017-07-03 22:50:18,2017-06-24 02:11:23
o0000000000000000000000000677,c0000000000000000000000000677,delivered,2017-11-06 23:41:04,2017-11-07 03:31:23,2017-11-12 11:15:16,2017-11-21 23:05:35,2017-11-23 23:41:04
o0000000000000000000000000678,c0000000000000000000000000678,delivered,2017-05-27 03:22:40,2017-05-27 03:51:14,2017-05-29 06:46:06,2017-06-15 14:30:14,2017-06-29 03:22:40
o0000000000000000000000000679,c0000000000000000000000000679,delivered,2018-01-23 04:30:46,2018-01-23 22:10:57,2018-01-30 13:33:04,2018-02-19 18:14:43,2018-03-01 04:30:46
o0000000000000000000000000680,c0000000000000000000000000680,delivered,2018-03-10 20:47:12,2018-03-10 21:06:28,2018-03-16 10:23:33,2018-03-23 06:52:11,2018-03-24 20:47:12
o0000000000000000000000000681,c0000000000000000000000000681,delivered,2017-08-03 07:32:24,2017-08-03 18:38:05,2017-08-12 12:51:23,2017-09-15 01:40:08,2017-09-09 07:32:24
o0000000000000000000000000682,c0000000000000000000000000682,delivered,2017-10-21 09:59:21,2017-10-21 21:42:38,2017-10-25 07:16:00,2017-10-26 07:56:35,2017-11-19 09:59:21
o0000000000000000000000000683,c0000000000000000000000000683,delivered,2017-05-26 09:10:12,2017-05-26 14:51:47,2017-05-29 07:14:01,2017-06-07 05:13:01,2017-06-11 09:10:12
o0000000000000000000000000684,c0000000000000000000000000684,delivered,2018-06-03 10:34:56,2018-06-04 01:48:59,2018-06-05 14:21:01,2018-06-12 06:21:48,2018-06-14 10:34:56
o0000000000000000000000000685,c0000000000000000000000000685,delivered,2017-01-14 05:21:54,2017-01-14 08:46:14,2017-01-19 08:29:10,2017-01-25 00:11:51,2017-01-26 05:21:54
o0000000000000000000000000686,c0000000000000000000000000686,delivered,2017-08-12 08:33:07,2017-08-12 11:57:49,2017-08-20 06:23:05,2017-08-25 21:14:26,2017-08-27 08:33:07
o0000000000000000000000000687,c0000000000000000000000000687,delivered,2017-07-28 21:40:45,2017-07-28 23:04:34,2017-08-04 02:14:33,2017-08-14 15:40:21,2017-08-21 21:40:45
o0000000000000000000000000688,c0000000000000000000000000688,delivered,2017-03-16 16:58:49,2017-03-16 20:31:32,2017-03-25 05:42:53,2017-03-27 14:35:44,2017-03-29 16:58:49
o0000000000000000000000000689,c0000000000000000000000000689,delivered,2018-03-01 01:37:04,2018-03-01 20:36:39,2018-03-08 12:30:57,2018-03-16 10:29:08,2018-04-04 01:37:04
o0000000000000000000000000690,c0000000000000000000000000690,delivered,2017-05-19 23:47:03,2017-05-20 01:32:31,2017-05-25 19:51:13,2017-06-16 20:48:40,2017-06-27 23:47:03
o0000000000000000000000000691,c0000000000000000000000000691,delivered,2018-03-22 11:53:02,2018-03-23 05:56:00,2018-03-27 09:39:49,2018-04-06 23:19:42,2018-04-14 11:53:02
o0000000000000000000000000692,c0000000000000000000000000692,delivered,2017-06-14 18:18:22,2017-06-14 18:56:39,2017-06-15 20:23:55,2017-07-07 15:45:52,2017-07-11 18:18:22
o0000000000000000000000000693,c0000000000000000000000000693,delivered,2018-07-30 16:05:51,2018-07-31 11:10:48,2018-08-03 16:02:14,2018-08-05 08:07:17,2018-08-17 16:05:51
o0000000000000000000000000694,c0000000000000000000000000694,delivered,2018-02-26 17:05:47,2018-02-27 03:06:40,2018-03-05 07:36:32,2018-03-12 12:32:00,2018-03-15 17:05:47
o0000000000000000000000000695,c0000000000000000000000000695,delivered,2018-01-06 21:42:48,2018-01-07 01:09:09,2018-01-09 20:55:50,2018-02-11 18:31:37,2018-02-09 21:42:48
o0000000000000000000000000696,c0000000000000000000000000696,delivered,2018-01-10 12:25:13,2018-01-11 01:39:16,2018-01-13 04:17:19,2018-01-28 08:40:58,2018-02-17 12:25:13
o0000000000000000000000000697,c0000000000000000000000000697,delivered,2017-11-02 06:47:28,2017-11-02 19:24:59,2017-11-05 08:21:55,2017-11-18 18:05:18,2017-11-12 06:47:28
o0000000000000000000000000698,c0000000000000000000000000698,delivered,2018-02-19 22:36:07,2018-02-20 17:56:09,2018-02-23 06:51:53,2018-03-25 21:09:52,2018-03-12 22:36:07
o0000000000000000000000000699,c0000000000000000000000000699,delivered,2017-10-20 16:45:24,2017-10-21 12:12:07,2017-10-28 03:41:33,2017-11-20 09:07:20,2017-11-26 16:45:24
o0000000000000000000000000700,c0000000000000000000000000700,delivered,2018-01-08 01:16:32,2018-01-08 20:19:41,2018-01-16 14:19:22,2018-01-24 04:29:39,2018-01-27 01:16:32
o0000000000000000000000000701,c0000000000000000000000000701,delivered,2018-07-21 21:16:00,2018-07-22 00:16:16,2018-07-26 16:56:20,2018-07-29 00:40:12,2018-08-04 21:16:00
o0000000000000000000000000702,c0000000000000000000000000702,delivered,2017-01-29 10:49:48,2017-01-29 18:44:40,2017-02-03 18:40:42,2017-02-14 03:07:26,2017-03-08 10:49:48
o0000000000000000000000000703,c0000000000000000000000000703,delivered,2017-10-21 12:43:35,2017-10-21 18:36:20,2017-10-22 21:20:22,2017-11-03 22:04:12,2017-11-28 12:43:35
o0000000000000000000000000704,c0000000000000000000000000704,shipped,2017-02-11 13:20:42,2017-02-12 00:45:23,2017-02-16 13:21:53,,2017-03-08 13:20:42
o0000000000000000000000000705,c0000000000000000000000000705,delivered,2017-02-21 19:37:30,2017-02-22 01:54:47,2017-02-25 20:48:46,2017-03-15 06:21:02,2017-03-28 19:37:30
o0000000000000000000000000706,c0000000000000000000000000706,delivered,2017-03-18 01:52:51,2017-03-18 14:59:28,2017-03-22 08:56:22,2017-04-13 04:01:13,2017-04-16 01:52:51
o0000000000000000000000000707,c0000000000000000000000000707,delivered,2018-02-23 08:55:28,2018-02-23 20:34:24,2018-02-26 04:40:08,2018-03-01 03:39:16,2018-03-05 08:55:28
o0000000000000000000000000708,c0000000000000000000000000708,delivered,2017-01-01 16:29:15,2017-01-02 01:01:14,2017-01-06 15:14:27,2017-01-18 10:52:59,2017-02-05 16:29:15
o0000000000000000000000000709,c0000000000000000000000000709,delivered,2017-07-23 16:23:24,2017-07-24 06:25:51,2017-07-25 04:47:21,2017-08-20 08:13:31,2017-08-24 16:23:24
o0000000000000000000000000710,c0000000000000000000000000710,delivered,2017-12-09 11:40:50,2017-12-10 02:07:01,2017-12-12 09:45:49,2018-01-09 09:15:36,2017-12-27 11:40:50
o0000000000000000000000000711,c0000000000000000000000000711,delivered,2017-06-22 06:08:30,2017-06-22 12:53:02,2017-06-29 08:41:09,2017-07-14 20:27:19,2017-07-18 06:08:30
o0000000000000000000000000712,c0000000000000000000000000712,delivered,2017-12-09 08:18:31,2017-12-09 18:25:07,2017-12-15 14:07:04,2018-01-08 08:10:01,2017-12-30 08:18:31
o0000000000000000000000000713,c0000000000000000000000000713,delivered,2017-04-22 04:44:11,2017-04-22 17:24:59,2017-04-26 01:00:42,2017-05-21 01:45:02,2017-05-08 04:44:11
o0000000000000000000000000714,c0000000000000000000000000714,delivered,2018-05-20 16:02:13,2018-05-20 18:20:54,2018-05-26 07:36:58,2018-06-20 23:02:09,2018-06-26 16:02:13
o0000000000000000000000000715,c0000000000000000000000000715,delivered,2018-06-29 21:47:58,2018-06-30 03:10:09,2018-07-02 10:36:56,2018-07-24 05:02:36,2018-07-27 21:47:58
o0000000000000000000000000716,c0000000000000000000000000716,invoiced,2017-06-28 21:15:32,2017-06-29 03:15:20,2017-07-05 07:20:30,,2017-07-07 21:15:32
o0000000000000000000000000717,c0000000000000000000000000717,delivered,2018-07-08 11:52:41,2018-07-08 15:06:26,2018-07-11 01:35:14,2018-08-08 09:36:43,2018-08-16 11:52:41
o0000000000000000000000000718,c0000000000000000000000000718,shipped,2017-09-16 18:12:51,2017-09-17 01:04:56,2017-09-19 07:15:59,,2017-10-06 18:12:51
o0000000000000000000000000719,c0000000000000000000000000719,delivered,2017-09-10 11:02:53,2017-09-10 19:42:00,2017-09-11 23:33:14,2017-10-05 02:21:42,2017-10-08 11:02:53
o0000000000000000000000000720,c0000000000000000000000000720,delivered,2017-06-06 06:46:32,2017-06-07 01:09:00,2017-06-07 21:29:52,2017-06-12 13:17:33,2017-07-02 06:46:32
o0000000000000000000000000721,c0000000000000000000000000721,delivered,2018-02-26 00:09:21,2018-02-26 19:19:59,2018-03-02 16:27:01,2018-04-02 10:29:09,2018-04-06 00:09:21
o0000000000000000000000000722,c0000000000000000000000000722,delivered,2017-07-18 01:13:00,2017-07-18 09:13:19,2017-07-19 09:30:36,2017-07-27 05:24:19,2017-08-27 01:13:00
o0000000000000000000000000723,c0000000000000000000000000723,delivered,2018-07-21 21:56:23,2018-07-22 09:05:07,2018-07-27 00:58:25,2018-07-31 10:12:01,2018-08-02 21:56:23
o0000000000000000000000000724,c0000000000000000000000000724,delivered,2017-05-27 20:41:31,2017-05-28 01:15:15,2017-05-30 21:12:16,2017-06-18 17:10:03,2017-06-22 20:41:31
o0000000000000000000000000725,c0000000000000000000000000725,delivered,2017-06-24 06:40:35,2017-06-25 00:14:42,2017-06-30 02:46:15,2017-07-01 10:29:33,2017-08-02 06:40:35
o0000000000000000000000000726,c0000000000000000000000000726,delivered,2018-03-31 16:32:25,2018-04-01 01:36:53,2018-04-03 03:00:18,2018-04-30 04:14:48,2018-05-03 16:32:25
o0000000000000000000000000727,c0000000000000000000000000727,delivered,2018-01-13 10:15:05,2018-01-13 21:47:27,2018-01-19 09:25:00,2018-02-08 05:49:53,2018-01-28 10:15:05
o0000000000000000000000000728,c0000000000000000000000000728,delivered,2018-04-22 23:42:01,2018-04-23 14:12:36,2018-04-26 15:47:52,2018-05-19 22:57:47,2018-05-27 23:42:01
o0000000000000000000000000729,c0000000000000000000000000729,delivered,2017-04-13 00:03:09,2017-04-13 03:15:32,2017-04-15 21:08:55,2017-04-28 04:44:25,2017-05-09 00:03:09
o0000000000000000000000000730,c0000000000000000000000000730,delivered,2017-11-17 23:15:17,2017-11-18 00:36:46,2017-11-19 16:21:18,2017-11-22 13:09:07,2017-11-25 23:15:17
o0000000000000000000000000731,c0000000000000000000000000731,delivered,2018-02-03 05:34:16,2018-02-03 06:40:17,2018-02-07 03:34:02,2018-02-27 20:12:37,2018-02-18 05:34:16
o0000000000000000000000000732,c0000000000000000000000000732,delivered,2017-04-03 19:55:00,2017-04-04 09:56:35,2017-04-05 21:07:16,2017-05-04 10:41:28,2017-04-25 19:55:00
o0000000000000000000000000733,c0000000000000000000000000733,delivered,2017-11-14 06:05:30,2017-11-14 06:19:46,2017-11-15 12:02:35,2017-11-30 08:58:41,2017-12-18 06:05:30
o0000000000000000000000000734,c0000000000000000000000000734,delivered,2018-05-02 21:26:49,2018-05-03 17:18:26,2018-05-05 09:11:31,2018-05-21 13:45:06,2018-06-03 21:26:49
o0000000000000000000000000735,c0000000000000000000000000735,delivered,2017-12-18 06:17:58,2017-12-18 08:27:45,2017-12-24 16:49:32,2018-01-04 04:45:38,2018-01-09 06:17:58
o0000000000000000000000000736,c0000000000000000000000000736,delivered,2018-01-02 06:45:59,2018-01-03 01:27:59,2018-01-06 18:23:41,2018-01-09 19:34:22,2018-01-27 06:45:59
o0000000000000000000000000737,c0000000000000000000000000737,delivered,2018-02-28 18:18:24,2018-02-28 18:50:10,2018-03-03 00:38:02,2018-03-09 21:25:26,2018-04-02 18:18:24
o0000000000000000000000000738,c0000000000000000000000000738,delivered,2018-01-03 05:43:29,2018-01-03 21:03:07,2018-01-07 03:47:36,2018-01-21 06:37:14,2018-01-12 05:43:29
o0000000000000000000000000739,c0000000000000000000000000739,delivered,2017-10-15 08:43:36,2017-10-15 19:59:52,2017-10-18 05:17:33,2017-11-01 02:52:05,2017-11-17 08:43:36
o0000000000000000000000000740,c0000000000000000000000000740,delivered,2018-03-24 23:39:59,2018-03-25 10:26:02,2018-03-29 00:06:13,2018-03-31 23:16:18,2018-04-11 23:39:59
o0000000000000000000000000741,c0000000000000000000000000741,delivered,2017-04-14 08:45:05,2017-04-14 19:32:14,2017-04-15 12:19:57,2017-04-25 14:36:36,2017-05-06 08:45:05
o0000000000000000000000000742,c0000000000000000000000000742,delivered,2017-11-16 06:32:40,2017-11-16 14:58:52,2017-11-18 20:15:24,2017-12-08 10:55:34,2017-12-22 06:32:40
o0000000000000000000000000743,c0000000000000000000000000743,delivered,2017-05-31 15:08:53,2017-06-01 02:32:30,2017-06-07 07:56:53,2017-06-19 15:20:04,2017-06-26 15:08:53
o0000000000000000000000000744,c0000000000000000000000000744,delivered,2017-09-04 19:09:38,2017-09-05 12:57:14,2017-09-10 05:12:25,2017-09-21 14:19:42,2017-09-30 19:09:38
o0000000000000000000000000745,c0000000000000000000000000745,delivered,2017-07-06 17:18:49,2017-07-07 00:19:43,2017-07-07 18:25:40,2017-07-14 15:42:43,2017-08-03 17:18:49
o0000000000000000000000000746,c0000000000000000000000000746,delivered,2018-06-04 17:48:55,2018-06-05 00:01:34,2018-06-07 09:24:38,2018-06-14 10:11:37,2018-06-26 17:48:55
o0000000000000000000000000747,c0000000000000000000000000747,delivered,2018-07-01 03:11:57,2018-07-01 21:49:24,2018-07-07 14:24:48,2018-07-13 06:27:12,2018-07-24 03:11:57
o0000000000000000000000000748,c0000000000000000000000000748,delivered,2017-07-09 01:52:30,2017-07-09 09:21:59,2017-07-10 20:16:25,2017-07-26 04:53:31,2017-07-20 01:52:30
o0000000000000000000000000749,c0000000000000000000000000749,shipped,2017-03-06 16:50:42,2017-03-07 08:40:36,2017-03-09 04:50:49,,2017-04-12 16:50:42
o0000000000000000000000000750,c0000000000000000000000000750,delivered,2017-10-28 17:06:06,2017-10-29 05:11:56,2017-10-30 08:17:36,2017-11-10 03:33:45,2017-12-05 17:06:06
o0000000000000000000000000751,c0000000000000000000000000751,delivered,2017-07-08 12:20:44,2017-07-09 01:37:52,2017-07-11 14:23:06,2017-07-22 19:31:11,2017-08-17 12:20:44
o0000000000000000000000000752,c0000000000000000000000000752,delivered,2017-12-06 18:23:57,2017-12-06 19:53:32,2017-12-08 04:21:37,2017-12-16 13:49:15,2017-12-22 18:23:57
o0000000000000000000000000753,c0000000000000000000000000753,delivered,2017-11-30 04:22:53,2017-11-30 15:06:03,2017-12-03 22:50:16,2017-12-22 01:15:29,2017-12-29 04:22:53
o0000000000000000000000000754,c0000000000000000000000000754,delivered,2017-08-02 21:37:19,2017-08-03 01:12:06,2017-08-09 03:30:27,2017-08-30 12:33:48,2017-09-10 21:37:19
o0000000000000000000000000755,c0000000000000000000000000755,delivered,2018-06-19 10:26:11,2018-06-20 01:29:55,2018-06-28 02:50:41,2018-07-08 16:46:59,2018-07-18 10:26:11
o0000000000000000000000000756,c0000000000000000000000000756,delivered,2017-10-18 02:27:45,2017-10-18 17:33:07,2017-10-25 09:15:11,2017-11-21 10:23:35,2017-11-10 02:27:45
o0000000000000000000000000757,c0000000000000000000000000757,delivered,2017-09-14 22:26:37,2017-09-15 10:04:12,2017-09-19 22:19:37,2017-10-09 07:54:10,2017-10-19 22:26:37
o0000000000000000000000000758,c0000000000000000000000000758,delivered,2017-07-03 17:26:14,2017-07-03 20:08:34,2017-07-08 06:25:54,2017-07-21 14:35:46,2017-07-18 17:26:14
o0000000000000000000000000759,c0000000000000000000000000759,delivered,2018-04-22 19:19:10,2018-04-23 11:18:43,2018-04-24 01:34:14,2018-05-02 20:53:58,2018-05-18 19:19:10
o0000000000000000000000000760,c0000000000000000000000000760,delivered,2017-05-06 05:28:20,2017-05-06 12:34:34,2017-05-12 01:03:01,2017-05-25 20:17:39,2017-05-27 05:28:20
o0000000000000000000000000761,c0000000000000000000000000761,delivered,2017-05-19 03:19:58,2017-05-19 13:10:56,2017-05-25 05:55:30,2017-06-15 21:00:29,2017-06-03 03:19:58
o0000000000000000000000000762,c0000000000000000000000000762,delivered,2017-08-07 05:27:23,2017-08-07 05:44:57,2017-08-10 18:14:36,2017-08-16 23:04:39,2017-08-20 05:27:23
o0000000000000000000000000763,c0000000000000000000000000763,delivered,2018-07-10 20:15:25,2018-07-10 21:11:56,2018-07-12 05:57:06,2018-08-12 18:16:30,2018-08-18 20:15:25
o0000000000000000000000000764,c0000000000000000000000000764,delivered,2017-12-08 13:42:24,2017-12-09 05:37:58,2017-12-13 08:34:09,2017-12-19 14:54:51,2017-12-18 13:42:24
o0000000000000000000000000765,c0000000000000000000000000765,delivered,2018-03-12 06:54:52,2018-03-12 14:03:23,2018-03-16 16:20:47,2018-03-30 04:16:33,2018-04-10 06:54:52
o0000000000000000000000000766,c0000000000000000000000000766,delivered,2017-04-28 04:27:38,2017-04-28 23:24:48,2017-04-30 14:55:38,2017-05-16 20:26:26,2017-05-10 04:27:38
o0000000000000000000000000767,c0000000000000000000000000767,delivered,2018-06-28 13:55:04,2018-06-28 21:01:48,2018-07-05 12:16:41,2018-07-20 15:40:10,2018-07-07 13:55:04
o0000000000000000000000000768,c0000000000000000000000000768,delivered,2017-01-12 08:31:56,2017-01-12 22:44:10,2017-01-14 03:34:43,2017-01-28 14:24:13,2017-02-06 08:31:56
o0000000000000000000000000769,c0000000000000000000000000769,delivered,2018-07-22 04:04:46,2018-07-22 21:25:03,2018-07-23 05:27:22,2018-08-16 11:40:15,2018-08-22 04:04:46
o0000000000000000000000000770,c0000000000000000000000000770,delivered,2017-04-22 00:37:01,2017-04-22 08:23:30,2017-04-27 03:30:09,2017-04-28 06:27:48,2017-05-03 00:37:01
o0000000000000000000000000771,c0000000000000000000000000771,delivered,2017-07-27 22:41:38,2017-07-28 06:59:51,2017-07-29 23:11:17,2017-08-26 06:45:48,2017-09-02 22:41:38
o0000000000000000000000000772,c0000000000000000000000000772,delivered,2017-09-18 11:58:13,2017-09-18 15:20:36,2017-09-25 23:41:41,2017-10-03 22:13:05,2017-09-28 11:58:13
o0000000000000000000000000773,c0000000000000000000000000773,delivered,2017-04-07 11:09:44,2017-04-08 03:21:20,2017-04-10 18:32:22,2017-04-17 06:02:49,2017-05-01 11:09:44
o0000000000000000000000000774,c0000000000000000000000000774,delivered,2017-05-04 20:48:11,2017-05-05 08:38:23,2017-05-06 00:36:02,2017-05-24 07:24:09,2017-05-13 20:48:11
o0000000000000000000000000775,c0000000000000000000000000775,delivered,2017-09-26 15:53:15,2017-09-27 08:17:26,2017-09-28 15:35:33,2017-09-30 02:16:32,2017-10-12 15:53:15
o0000000000000000000000000776,c0000000000000000000000000776,delivered,2018-04-10 17:30:01,2018-04-11 04:24:07,2018-04-14 21:26:21,2018-05-04 04:35:19,2018-05-14 17:30:01
o0000000000000000000000000777,c0000000000000000000000000777,delivered,2017-11-26 15:05:37,2017-11-27 05:40:14,2017-11-28 19:54:15,2017-12-20 18:21:29,2017-12-16 15:05:37
o0000000000000000000000000778,c0000000000000000000000000778,delivered,2018-02-24 09:27:28,2018-02-24 23:14:48,2018-02-27 20:14:07,2018-03-18 08:38:04,2018-03-25 09:27:28
o0000000000000000000000000779,c0000000000000000000000000779,delivered,2018-07-31 13:55:23,2018-07-31 16:31:30,2018-08-04 09:30:52,2018-08-24 23:17:25,2018-08-13 13:55:23
o0000000000000000000000000780,c0000000000000000000000000780,delivered,2017-08-12 23:51:25,2017-08-13 10:47:03,2017-08-17 17:30:30,2017-09-07 18:29:09,2017-08-25 23:51:25
o0000000000000000000000000781,c0000000000000000000000000781,delivered,2017-02-17 14:12:35,2017-02-17 16:18:46,2017-02-19 16:34:34,2017-03-18 20:38:04,2017-03-20 14:12:35
o0000000000000000000000000782,c0000000000000000000000000782,delivered,2017-08-27 05:27:52,2017-08-27 06:15:28,2017-08-29 02:48:50,2017-10-03 13:33:33,2017-09-20 05:27:52
o0000000000000000000000000783,c0000000000000000000000000783,delivered,2018-01-12 13:27:27,2018-01-12 23:49:18,2018-01-15 06:11:22,2018-01-19 11:09:14,2018-01-20 13:27:27
o0000000000000000000000000784,c0000000000000000000000000784,canceled,2018-07-03 09:23:06,2018-07-03 20:30:29,2018-07-07 16:33:24,,2018-08-06 09:23:06
o0000000000000000000000000785,c0000000000000000000000000785,canceled,2017-11-21 00:26:58,2017-11-21 10:59:33,2017-11-22 06:16:44,,2017-12-10 00:26:58
o0000000000000000000000000786,c0000000000000000000000000786,canceled,2018-07-06 10:48:52,2018-07-07 02:17:53,2018-07-12 03:07:57,,2018-08-02 10:48:52
o0000000000000000000000000787,c0000000000000000000000000787,delivered,2017-02-17 22:24:39,2017-02-18 18:23:40,2017-02-22 20:22:16,2017-03-04 23:41:07,2017-03-03 22:24:39
o0000000000000000000000000788,c0000000000000000000000000788,delivered,2018-05-09 20:51:33,2018-05-10 02:31:31,2018-05-16 07:03:30,2018-05-25 15:47:16,2018-06-14 20:51:33
o0000000000000000000000000789,c0000000000000000000000000789,delivered,2018-03-12 00:00:27,2018-03-12 11:03:06,2018-03-15 21:13:52,2018-03-21 21:28:04,2018-04-16 00:00:27
o0000000000000000000000000790,c0000000000000000000000000790,delivered,2018-02-14 19:38:42,2018-02-15 05:36:27,2018-02-16 19:40:11,2018-03-01 04:28:15,2018-03-03 19:38:42
o0000000000000000000000000791,c0000000000000000000000000791,delivered,2018-07-28 00:04:00,2018-07-28 08:17:20,2018-08-02 01:56:23,2018-08-14 14:43:36,2018-08-11 00:04:00
o0000000000000000000000000792,c0000000000000000000000000792,delivered,2017-10-14 13:54:13,2017-10-14 16:05:35,2017-10-15 21:04:07,2017-10-17 13:36:18,2017-10-25 13:54:13
o0000000000000000000000000793,c0000000000000000000000000793,delivered,2018-03-08 07:54:49,2018-03-08 19:47:22,2018-03-13 05:36:14,2018-03-16 13:25:46,2018-03-18 07:54:49
o0000000000000000000000000794,c0000000000000000000000000794,delivered,2018-05-16 10:51:53,2018-05-17 05:18:21,2018-05-20 07:35:32,2018-06-15 13:03:32,2018-06-21 10:51:53
o0000000000000000000000000795,c0000000000000000000000000795,delivered,2018-06-30 13:11:33,2018-06-30 15:29:14,2018-07-06 03:40:39,2018-07-26 10:00:10,2018-08-07 13:11:33
o0000000000000000000000000796,c0000000000000000000000000796,delivered,2017-09-16 03:42:56,2017-09-16 12:12:58,2017-09-25 07:44:05,2017-09-26 13:39:07,2017-10-05 03:42:56
o0000000000000000000000000797,c0000000000000000000000000797,delivered,2018-07-14 20:24:28,2018-07-14 23:00:52,2018-07-23 00:37:11,2018-08-26 09:38:26,2018-08-15 20:24:28
o0000000000000000000000000798,c0000000000000000000000000798,delivered,2017-07-05 17:02:06,2017-07-06 07:48:14,2017-07-10 14:31:24,2017-07-16 21:16:47,2017-07-22 17:02:06
o0000000000000000000000000799,c0000000000000000000000000799,delivered,2017-03-21 00:31:57,2017-03-21 11:27:39,2017-03-25 12:58:44,2017-03-27 00:13:40,2017-03-29 00:31:57
o0000000000000000000000000800,c0000000000000000000000000800,delivered,2018-07-25 17:54:43,2018-07-26 07:56:16,2018-07-31 04:31:04,2018-08-11 18:20:35,2018-08-23 17:54:43
o0000000000000000000000000801,c0000000000000000000000000801,delivered,2017-03-20 22:37:27,2017-03-21 14:04:43,2017-03-23 23:25:16,2017-04-08 13:50:56,2017-04-03 22:37:27
o0000000000000000000000000802,c0000000000000000000000000802,delivered,2017-08-10 04:39:50,2017-08-10 07:54:12,2017-08-14 16:08:39,2017-09-12 01:12:32,2017-09-10 04:39:50
o0000000000000000000000000803,c0000000000000000000000000803,delivered,2017-10-05 15:01:36,2017-10-06 05:32:07,2017-10-08 02:34:06,2017-11-09 11:30:35,2017-10-27 15:01:36
o0000000000000000000000000804,c0000000000000000000000000804,delivered,2017-11-01 16:48:52,2017-11-02 12:26:36,2017-11-04 00:14:34,2017-11-15 20:40:33,2017-11-28 16:48:52
o0000000000000000000000000805,c0000000000000000000000000805,delivered,2017-08-29 22:29:41,2017-08-30 01:26:04,2017-08-31 04:33:18,2017-09-09 13:07:58,2017-10-03 22:29:41
