order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
o0000000000000000000000000757,1,p0000000000000000000000000149,s0000000000000000000000000023,2017-09-20 07:07:23,92.6,32.03
o0000000000000000000000000758,1,p0000000000000000000000000149,s0000000000000000000000000025,2017-07-10 04:37:58,42.97,33.2
o0000000000000000000000000759,1,p0000000000000000000000000034,s0000000000000000000000000054,2018-04-25 13:02:02,128.14,13.22
o0000000000000000000000000760,1,p0000000000000000000000000158,s0000000000000000000000000046,2017-05-11 15:18:53,35.42,15.88
o0000000000000000000000000761,1,p0000000000000000000000000074,s0000000000000000000000000011,2017-05-25 21:04:18,107.49,31.75
o0000000000000000000000000762,1,p0000000000000000000000000065,s0000000000000000000000000058,2017-08-10 06:57:26,111.49,27.63
o0000000000000000000000000763,1,p0000000000000000000000000002,s0000000000000000000000000042,2018-07-12 20:25:58,114.45,41.68
o0000000000000000000000000764,1,p0000000000000000000000000102,s0000000000000000000000000059,2017-12-13 01:00:01,112.93,36.56
o0000000000000000000000000765,1,p0000000000000000000000000116,s0000000000000000000000000054,2018-03-19 06:36:04,64.68,14.4
o0000000000000000000000000765,2,p0000000000000000000000000116,s0000000000000000000000000054,2018-03-19 06:36:04,115.16,12.63
o0000000000000000000000000766,1,p0000000000000000000000000052,s0000000000000000000000000037,2017-05-03 07:43:54,224.77,20.35
o0000000000000000000000000767,1,p0000000000000000000000000032,s0000000000000000000000000032,2018-07-05 19:40:47,165.61,29.13
o0000000000000000000000000767,2,p0000000000000000000000000042,s0000000000000000000000000032,2018-07-05 19:40:47,388.32,32.58
o0000000000000000000000000768,1,p0000000000000000000000000055,s0000000000000000000000000031,2017-01-19 09:19:44,73.91,28.22
o0000000000000000000000000768,2,p0000000000000000000000000061,s0000000000000000000000000031,2017-01-19 09:19:44,337.99,29.86
o0000000000000000000000000769,1,p0000000000000000000000000126,s0000000000000000000000000036,2018-07-25 06:28:46,338.69,17.3
o0000000000000000000000000770,1,p0000000000000000000000000038,s0000000000000000000000000027,2017-04-26 07:33:01,223.91,26.59
o0000000000000000000000000771,1,p0000000000000000000000000080,s0000000000000000000000000034,2017-07-30 00:07:50,23.65,11.28
o0000000000000000000000000772,1,p0000000000000000000000000120,s0000000000000000000000000006,2017-09-25 09:02:31,355.22,31.05
o0000000000000000000000000773,1,p0000000000000000000000000104,s0000000000000000000000000004,2017-04-09 12:04:04,32.87,38.75
o0000000000000000000000000774,1,p0000000000000000000000000078,s0000000000000000000000000048,2017-05-12 14:13:46,299.86,21.28
o0000000000000000000000000775,1,p0000000000000000000000000088,s0000000000000000000000000046,2017-10-04 11:38:28,332.94,17.0
o0000000000000000000000000776,1,p0000000000000000000000000142,s0000000000000000000000000025,2018-04-16 22:44:58,178.05,33.14
o0000000000000000000000000776,2,p0000000000000000000000000131,s0000000000000000000000000025,2018-04-16 22:44:58,273.69,28.63
o0000000000000000000000000776,3,p0000000000000000000000000118,s0000000000000000000000000025,2018-04-16 22:44:58,159.2,28.22
o0000000000000000000000000776,4,p0000000000000000000000000002,s0000000000000000000000000025,2018-04-16 22:44:58,206.08,29.48
o0000000000000000000000000777,1,p0000000000000000000000000032,s0000000000000000000000000033,2017-12-03 05:45:46,335.44,38.63
o0000000000000000000000000777,2,p0000000000000000000000000058,s0000000000000000000000000033,2017-12-03 05:45:46,120.1,35.53
o0000000000000000000000000777,3,p0000000000000000000000000111,s0000000000000000000000000033,2017-12-03 05:45:46,116.92,39.58
o0000000000000000000000000778,1,p0000000000000000000000000053,s0000000000000000000000000047,2018-02-26 11:33:08,307.41,29.23
o0000000000000000000000000779,1,p0000000000000000000000000038,s0000000000000000000000000007,2018-08-02 14:18:17,330.32,30.25
o0000000000000000000000000780,1,p0000000000000000000000000140,s0000000000000000000000000046,2017-08-18 06:05:45,177.0,28.91
o0000000000000000000000000781,1,p0000000000000000000000000084,s0000000000000000000000000056,2017-02-20 03:31:30,206.48,24.49
o0000000000000000000000000782,1,p0000000000000000000000000069,s0000000000000000000000000020,2017-09-01 16:13:44,346.93,19.79
o0000000000000000000000000783,1,p0000000000000000000000000100,s0000000000000000000000000038,2018-01-16 07:04:17,66.61,18.78
o0000000000000000000000000783,2,p0000000000000000000000000128,s0000000000000000000000000038,2018-01-16 07:04:17,356.25,18.57
o0000000000000000000000000783,3,p0000000000000000000000000083,s0000000000000000000000000038,2018-01-16 07:04:17,363.08,18.4
o0000000000000000000000000784,1,p0000000000000000000000000045,s0000000000000000000000000021,2018-07-06 02:07:02,317.09,30.91
o0000000000000000000000000785,1,p0000000000000000000000000032,s0000000000000000000000000029,2017-11-23 13:22:15,232.31,19.95
o0000000000000000000000000786,1,p0000000000000000000000000011,s0000000000000000000000000046,2018-07-12 23:22:44,388.61,18.01
o0000000000000000000000000786,2,p0000000000000000000000000045,s0000000000000000000000000046,2018-07-12 23:22:44,358.81,22.05
o0000000000000000000000000786,3,p0000000000000000000000000107,s0000000000000000000000000046,2018-07-12 23:22:44,395.18,21.29
o0000000000000000000000000787,1,p0000000000000000000000000032,s0000000000000000000000000034,2017-02-25 13:47:59,332.51,18.0
o0000000000000000000000000788,1,p0000000000000000000000000104,s0000000000000000000000000004,2018-05-15 14:20:28,342.69,42.46
o0000000000000000000000000788,2,p0000000000000000000000000069,s0000000000000000000000000004,2018-05-15 14:20:28,318.56,41.57
o0000000000000000000000000788,3,p0000000000000000000000000119,s0000000000000000000000000004,2018-05-15 14:20:28,333.99,43.78
o0000000000000000000000000788,4,p0000000000000000000000000148,s0000000000000000000000000004,2018-05-15 14:20:28,35.31,41.05
o0000000000000000000000000789,1,p0000000000000000000000000154,s0000000000000000000000000007,2018-03-16 00:25:53,298.44,37.06
o0000000000000000000000000790,1,p0000000000000000000000000000,s0000000000000000000000000012,2018-02-17 07:12:34,344.58,26.34
o0000000000000000000000000791,1,p0000000000000000000000000011,s0000000000000000000000000055,2018-08-01 02:04:49,82.52,26.76
o0000000000000000000000000791,2,p0000000000000000000000000094,s0000000000000000000000000055,2018-08-01 02:04:49,132.67,29.74
o0000000000000000000000000792,1,p0000000000000000000000000051,s0000000000000000000000000046,2017-10-19 14:39:27,75.3,29.45
o0000000000000000000000000792,2,p0000000000000000000000000051,s0000000000000000000000000046,2017-10-19 14:39:27,52.75,26.13
o0000000000000000000000000793,1,p0000000000000000000000000026,s0000000000000000000000000029,2018-03-13 15:48:05,355.23,25.51
o0000000000000000000000000793,2,p0000000000000000000000000039,s0000000000000000000000000029,2018-03-13 15:48:05,307.1,26.61
o0000000000000000000000000794,1,p0000000000000000000000000086,s0000000000000000000000000040,2018-05-19 16:32:00,217.68,19.93
o0000000000000000000000000795,1,p0000000000000000000000000039,s0000000000000000000000000001,2018-07-05 14:55:07,62.35,17.93
o0000000000000000000000000796,1,p0000000000000000000000000140,s0000000000000000000000000055,2017-09-23 13:44:19,17.79,29.92
o0000000000000000000000000797,1,p0000000000000000000000000116,s0000000000000000000000000037,2018-07-22 19:26:42,112.72,22.22
o0000000000000000000000000798,1,p0000000000000000000000000001,s0000000000000000000000000053,2017-07-09 11:58:28,198.37,9.72
o0000000000000000000000000799,1,p0000000000000000000000000027,s0000000000000000000000000018,2017-03-24 08:16:08,298.57,18.82
o0000000000000000000000000800,1,p0000000000000000000000000140,s0000000000000000000000000025,2018-07-29 05:12:06,47.2,27.61
o0000000000000000000000000800,2,p0000000000000000000000000004,s0000000000000000000000000025,2018-07-29 05:12:06,330.23,32.87
o0000000000000000000000000801,1,p0000000000000000000000000151,s0000000000000000000000000057,2017-03-25 21:34:12,156.38,29.78
o0000000000000000000000000802,1,p0000000000000000000000000108,s0000000000000000000000000050,2017-08-16 17:52:13,311.99,39.07
o0000000000000000000000000803,1,p0000000000000000000000000047,s0000000000000000000000000013,2017-10-09 12:49:33,356.8,37.34
o0000000000000000000000000804,1,p0000000000000000000000000114,s0000000000000000000000000057,2017-11-07 00:44:04,173.65,38.27
o0000000000000000000000000805,1,p0000000000000000000000000121,s0000000000000000000000000038,2017-09-06 07:06:13,247.66,24.9
o0000000000000000000000000806,1,p0000000000000000000000000147,s0000000000000000000000000022,2018-03-31 16:41:40,174.23,17.79
o0000000000000000000000000806,2,p0000000000000000000000000083,s0000000000000000000000000022,2018-03-31 16:41:40,243.32,19.99
o0000000000000000000000000807,1,p0000000000000000000000000046,s0000000000000000000000000055,2018-05-13 17:56:39,197.02,22.93
o0000000000000000000000000808,1,p0000000000000000000000000042,s0000000000000000000000000031,2018-04-27 17:03:05,34.2,27.85
o0000000000000000000000000809,1,p0000000000000000000000000145,s0000000000000000000000000011,2017-05-08 00:29:34,320.35,36.82
o0000000000000000000000000810,1,p0000000000000000000000000114,s0000000000000000000000000058,2018-06-02 18:55:02,356.19,29.52
o0000000000000000000000000811,1,p0000000000000000000000000144,s0000000000000000000000000028,2017-04-06 17:13:45,24.61,20.47
o0000000000000000000000000812,1,p0000000000000000000000000022,s0000000000000000000000000044,2017-12-22 11:12:34,74.11,36.93
o0000000000000000000000000813,1,p0000000000000000000000000067,s0000000000000000000000000010,2018-04-25 07:21:27,253.89,24.62
o0000000000000000000000000814,1,p0000000000000000000000000042,s0000000000000000000000000042,2017-04-11 12:07:57,84.23,34.61
o0000000000000000000000000814,2,p0000000000000000000000000095,s0000000000000000000000000042,2017-04-11 12:07:57,313.33,39.81
o0000000000000000000000000815,1,p0000000000000000000000000015,s0000000000000000000000000023,2017-02-15 15:03:04,56.05,31.55
o0000000000000000000000000815,2,p0000000000000000000000000057,s0000000000000000000000000023,2017-02-15 15:03:04,395.85,27.94
o0000000000000000000000000815,3,p0000000000000000000000000008,s0000000000000000000000000023,2017-02-15 15:03:04,99.7,28.67
o0000000000000000000000000816,1,p0000000000000000000000000068,s0000000000000000000000000034,2017-09-09 14:57:47,304.03,7.01
o0000000000000000000000000817,1,p0000000000000000000000000003,s0000000000000000000000000029,2017-08-24 21:20:12,160.97,15.96
o0000000000000000000000000818,1,p0000000000000000000000000070,s0000000000000000000000000014,2017-05-15 22:44:51,195.7,40.37
o0000000000000000000000000818,2,p0000000000000000000000000130,s0000000000000000000000000014,2017-05-15 22:44:51,256.27,41.85
o0000000000000000000000000819,1,p0000000000000000000000000090,s0000000000000000000000000045,2017-06-10 04:35:17,15.85,35.69
o0000000000000000000000000820,1,p0000000000000000000000000039,s0000000000000000000000000038,2018-01-08 04:56:00,388.65,27.13
o0000000000000000000000000820,2,p0000000000000000000000000060,s0000000000000000000000000038,2018-01-08 04:56:00,286.78,25.65
o0000000000000000000000000820,3,p0000000000000000000000000082,s0000000000000000000000000038,2018-01-08 04:56:00,283.76,27.36
o0000000000000000000000000820,4,p0000000000000000000000000028,s0000000000000000000000000038,2018-01-08 04:56:00,241.19,28.54
o0000000000000000000000000821,1,p0000000000000000000000000070,s0000000000000000000000000010,2018-05-25 19:01:33,34.24,28.44
o0000000000000000000000000822,1,p0000000000000000000000000149,s0000000000000000000000000001,2017-03-23 11:27:55,314.22,8.68
o0000000000000000000000000822,2,p0000000000000000000000000055,s0000000000000000000000000001,2017-03-23 11:27:55,346.56,10.33
o0000000000000000000000000823,1,p0000000000000000000000000043,s0000000000000000000000000037,2017-04-17 14:07:26,319.65,14.16
o0000000000000000000000000823,2,p0000000000000000000000000070,s0000000000000000000000000037,2017-04-17 14:07:26,45.83,16.11
o0000000000000000000000000824,1,p0000000000000000000000000072,s0000000000000000000000000037,2018-04-26 22:32:31,263.04,17.44
o0000000000000000000000000825,1,p0000000000000000000000000036,s0000000000000000000000000054,2018-07-05 05:19:07,191.02,20.14
o0000000000000000000000000826,1,p0000000000000000000000000051,s0000000000000000000000000022,2017-05-12 10:40:39,117.29,17.7
o0000000000000000000000000827,1,p0000000000000000000000000073,s0000000000000000000000000012,2018-07-16 03:18:56,57.13,33.49
o0000000000000000000000000827,2,p0000000000000000000000000117,s0000000000000000000000000012,2018-07-16 03:18:56,81.33,31.82
o0000000000000000000000000828,1,p0000000000000000000000000140,s0000000000000000000000000051,2018-04-22 09:47:55,183.26,25.39
o0000000000000000000000000829,1,p0000000000000000000000000099,s0000000000000000000000000017,2018-03-27 03:46:47,234.17,22.5
o0000000000000000000000000830,1,p0000000000000000000000000003,s0000000000000000000000000012,2017-06-18 11:13:50,391.95,18.98
o0000000000000000000000000831,1,p0000000000000000000000000012,s0000000000000000000000000049,2018-05-03 03:05:41,130.23,29.14
o0000000000000000000000000832,1,p0000000000000000000000000106,s0000000000000000000000000053,2017-02-24 15:43:39,341.44,8.87
o0000000000000000000000000832,2,p0000000000000000000000000099,s0000000000000000000000000053,2017-02-24 15:43:39,304.95,10.5
o0000000000000000000000000833,1,p0000000000000000000000000143,s0000000000000000000000000000,2017-04-11 04:06:26,161.4,37.11
o0000000000000000000000000833,2,p0000000000000000000000000060,s0000000000000000000000000000,2017-04-11 04:06:26,152.98,39.89
o0000000000000000000000000834,1,p0000000000000000000000000034,s0000000000000000000000000025,2018-01-26 22:57:50,83.02,32.48
o0000000000000000000000000835,1,p0000000000000000000000000043,s0000000000000000000000000002,2018-02-01 16:57:15,282.19,20.41
o0000000000000000000000000836,1,p0000000000000000000000000143,s0000000000000000000000000008,2018-01-09 14:25:07,175.96,12.35
o0000000000000000000000000836,2,p0000000000000000000000000019,s0000000000000000000000000008,2018-01-09 14:25:07,223.49,10.56
o0000000000000000000000000837,1,p0000000000000000000000000143,s0000000000000000000000000032,2017-12-04 22:07:40,71.72,34.9
o0000000000000000000000000837,2,p0000000000000000000000000052,s0000000000000000000000000032,2017-12-04 22:07:40,311.77,32.09
o0000000000000000000000000838,1,p0000000000000000000000000077,s0000000000000000000000000042,2018-02-13 14:00:39,278.59,42.33
o0000000000000000000000000839,1,p0000000000000000000000000131,s0000000000000000000000000038,2017-01-09 21:37:07,300.09,18.25
o0000000000000000000000000840,1,p0000000000000000000000000087,s0000000000000000000000000040,2018-05-18 02:01:01,354.61,22.9
o0000000000000000000000000841,1,p0000000000000000000000000010,s0000000000000000000000000003,2018-03-31 20:55:42,185.15,21.66
o0000000000000000000000000841,2,p0000000000000000000000000007,s0000000000000000000000000003,2018-03-31 20:55:42,211.11,24.61
o0000000000000000000000000841,3,p0000000000000000000000000132,s0000000000000000000000000003,2018-03-31 20:55:42,260.56,26.57
o0000000000000000000000000842,1,p0000000000000000000000000047,s0000000000000000000000000033,2018-05-12 07:22:00,260.94,43.42
o0000000000000000000000000843,1,p0000000000000000000000000116,s0000000000000000000000000002,2017-08-22 04:16:10,34.05,25.84
o0000000000000000000000000844,1,p0000000000000000000000000002,s0000000000000000000000000033,2018-01-13 15:23:03,297.48,31.95
o0000000000000000000000000844,2,p0000000000000000000000000036,s0000000000000000000000000033,2018-01-13 15:23:03,127.72,34.12
o0000000000000000000000000845,1,p0000000000000000000000000081,s0000000000000000000000000041,2017-02-05 22:21:22,63.59,25.7
o0000000000000000000000000845,2,p0000000000000000000000000078,s0000000000000000000000000041,2017-02-05 22:21:22,28.31,23.24
o0000000000000000000000000846,1,p0000000000000000000000000145,s0000000000000000000000000056,2018-04-28 11:59:20,187.29,18.82
o0000000000000000000000000846,2,p0000000000000000000000000132,s0000000000000000000000000056,2018-04-28 11:59:20,155.34,21.46
o0000000000000000000000000846,3,p0000000000000000000000000102,s0000000000000000000000000056,2018-04-28 11:59:20,171.51,21.82
o0000000000000000000000000847,1,p0000000000000000000000000105,s0000000000000000000000000016,2017-03-24 23:27:13,230.71,20.96
o0000000000000000000000000848,1,p0000000000000000000000000141,s0000000000000000000000000058,2018-01-22 00:16:18,297.1,25.98
o0000000000000000000000000848,2,p0000000000000000000000000102,s0000000000000000000000000058,2018-01-22 00:16:18,227.72,23.57
o0000000000000000000000000849,1,p0000000000000000000000000032,s0000000000000000000000000033,2017-03-05 01:03:06,168.15,31.23
o0000000000000000000000000849,2,p0000000000000000000000000017,s0000000000000000000000000033,2017-03-05 01:03:06,124.36,31.36
o0000000000000000000000000850,1,p0000000000000000000000000052,s0000000000000000000000000046,2018-05-10 13:14:25,212.44,16.47
o0000000000000000000000000850,2,p0000000000000000000000000082,s0000000000000000000000000046,2018-05-10 13:14:25,71.09,16.83
o0000000000000000000000000850,3,p0000000000000000000000000139,s0000000000000000000000000046,2018-05-10 13:14:25,194.39,13.22
o0000000000000000000000000851,1,p0000000000000000000000000026,s0000000000000000000000000036,2017-07-22 07:30:39,253.49,20.47
o0000000000000000000000000851,2,p0000000000000000000000000158,s0000000000000000000000000036,2017-07-22 07:30:39,167.46,24.4
o0000000000000000000000000851,3,p0000000000000000000000000145,s0000000000000000000000000036,2017-07-22 07:30:39,376.78,23.87
o0000000000000000000000000852,1,p0000000000000000000000000074,s0000000000000000000000000059,2017-12-27 16:22:59,341.63,28.88
o0000000000000000000000000853,1,p0000000000000000000000000107,s0000000000000000000000000012,2017-02-02 08:17:26,45.43,22.4
o0000000000000000000000000853,2,p0000000000000000000000000045,s0000000000000000000000000012,2017-02-02 08:17:26,386.81,19.82
o0000000000000000000000000854,1,p0000000000000000000000000126,s0000000000000000000000000019,2018-04-18 06:31:38,179.33,28.02
o0000000000000000000000000855,1,p0000000000000000000000000061,s0000000000000000000000000058,2018-04-06 21:19:45,384.87,20.28
o0000000000000000000000000855,2,p0000000000000000000000000137,s0000000000000000000000000058,2018-04-06 21:19:45,242.12,19.75
o0000000000000000000000000856,1,p0000000000000000000000000063,s0000000000000000000000000053,2018-04-15 16:55:37,245.68,13.73
o0000000000000000000000000857,1,p0000000000000000000000000138,s0000000000000000000000000048,2017-11-15 20:58:51,21.36,14.99
o0000000000000000000000000858,1,p0000000000000000000000000082,s0000000000000000000000000044,2018-07-08 06:09:01,73.09,33.01
o0000000000000000000000000858,2,p0000000000000000000000000023,s0000000000000000000000000044,2018-07-08 06:09:01,388.68,31.11
o0000000000000000000000000859,1,p0000000000000000000000000154,s0000000000000000000000000048,2018-06-13 10:34:22,228.65,23.62
o0000000000000000000000000859,2,p0000000000000000000000000010,s0000000000000000000000000048,2018-06-13 10:34:22,243.47,17.91
o0000000000000000000000000860,1,p0000000000000000000000000070,s0000000000000000000000000009,2017-04-30 11:51:05,226.78,18.99
o0000000000000000000000000860,2,p0000000000000000000000000087,s0000000000000000000000000009,2017-04-30 11:51:05,75.25,18.02
o0000000000000000000000000861,1,p0000000000000000000000000035,s0000000000000000000000000023,2017-10-06 10:59:09,368.39,31.73
o0000000000000000000000000861,2,p0000000000000000000000000020,s0000000000000000000000000023,2017-10-06 10:59:09,184.19,26.74
o0000000000000000000000000862,1,p0000000000000000000000000035,s0000000000000000000000000036,2017-05-26 05:26:03,302.63,23.76
o0000000000000000000000000863,1,p0000000000000000000000000109,s0000000000000000000000000053,2017-08-19 21:17:05,115.2,12.81
o0000000000000000000000000864,1,p0000000000000000000000000152,s0000000000000000000000000044,2017-12-25 15:38:04,154.27,38.97
o0000000000000000000000000865,1,p0000000000000000000000000084,s0000000000000000000000000008,2018-07-25 00:43:42,99.35,13.87
o0000000000000000000000000866,1,p0000000000000000000000000126,s0000000000000000000000000055,2017-08-25 11:45:54,251.21,18.11
o0000000000000000000000000867,1,p0000000000000000000000000093,s0000000000000000000000000025,2018-03-17 09:55:18,22.54,31.44
o0000000000000000000000000868,1,p0000000000000000000000000151,s0000000000000000000000000023,2017-11-04 08:36:29,138.64,21.16
o0000000000000000000000000869,1,p0000000000000000000000000076,s0000000000000000000000000059,2018-02-28 12:55:09,340.87,34.64
o0000000000000000000000000869,2,p0000000000000000000000000054,s0000000000000000000000000059,2018-02-28 12:55:09,178.72,34.55
o0000000000000000000000000870,1,p0000000000000000000000000062,s0000000000000000000000000047,2018-03-29 12:39:36,343.95,40.54
o0000000000000000000000000870,2,p0000000000000000000000000025,s0000000000000000000000000047,2018-03-29 12:39:36,230.7,36.69
o0000000000000000000000000871,1,p0000000000000000000000000117,s0000000000000000000000000035,2017-06-03 10:04:45,157.91,28.74
o0000000000000000000000000871,2,p0000000000000000000000000047,s0000000000000000000000000035,2017-06-03 10:04:45,112.22,26.22
o0000000000000000000000000871,3,p0000000000000000000000000060,s0000000000000000000000000035,2017-06-03 10:04:45,253.32,27.84
o0000000000000000000000000872,1,p0000000000000000000000000018,s0000000000000000000000000033,2017-05-15 08:36:39,246.6,38.29
o0000000000000000000000000873,1,p0000000000000000000000000000,s0000000000000000000000000039,2017-09-15 02:52:12,290.05,30.85
o0000000000000000000000000874,1,p0000000000000000000000000008,s0000000000000000000000000013,2017-09-21 18:56:08,382.52,40.01
o0000000000000000000000000874,2,p0000000000000000000000000076,s0000000000000000000000000013,2017-09-21 18:56:08,295.28,37.77
o0000000000000000000000000874,3,p0000000000000000000000000113,s0000000000000000000000000013,2017-09-21 18:56:08,13.34,40.95
o0000000000000000000000000875,1,p0000000000000000000000000109,s0000000000000000000000000055,2017-06-12 14:56:21,187.94,22.9
o0000000000000000000000000876,1,p0000000000000000000000000018,s0000000000000000000000000050,2018-07-26 02:23:43,121.7,41.04
o0000000000000000000000000876,2,p0000000000000000000000000080,s0000000000000000000000000050,2018-07-26 02:23:43,242.86,42.22
o0000000000000000000000000877,1,p0000000000000000000000000003,s0000000000000000000000000027,2017-12-18 21:57:14,348.31,31.55
o0000000000000000000000000878,1,p0000000000000000000000000026,s0000000000000000000000000045,2017-03-06 17:57:09,139.86,34.46
o0000000000000000000000000879,1,p0000000000000000000000000118,s0000000000000000000000000019,2018-07-19 17:49:18,301.65,24.27
o0000000000000000000000000879,2,p0000000000000000000000000016,s0000000000000000000000000019,2018-07-19 17:49:18,340.73,24.74
o0000000000000000000000000879,3,p0000000000000000000000000134,s0000000000000000000000000019,2018-07-19 17:49:18,66.84,25.88
o0000000000000000000000000880,1,p0000000000000000000000000083,s0000000000000000000000000041,2018-02-11 12:41:04,211.94,27.02
o0000000000000000000000000881,1,p0000000000000000000000000001,s0000000000000000000000000036,2017-02-03 18:06:08,50.4,18.35
o0000000000000000000000000881,2,p0000000000000000000000000081,s0000000000000000000000000036,2017-02-03 18:06:08,296.19,20.52
o0000000000000000000000000881,3,p0000000000000000000000000104,s0000000000000000000000000036,2017-02-03 18:06:08,381.02,18.39
o0000000000000000000000000882,1,p0000000000000000000000000014,s0000000000000000000000000033,2017-08-16 10:49:17,150.68,35.18
o0000000000000000000000000882,2,p0000000000000000000000000090,s0000000000000000000000000033,2017-08-16 10:49:17,111.08,33.33
o0000000000000000000000000883,1,p0000000000000000000000000016,s0000000000000000000000000049,2018-08-03 19:40:50,187.62,32.16
o0000000000000000000000000884,1,p0000000000000000000000000054,s0000000000000000000000000047,2018-03-01 03:43:27,116.42,41.63
o0000000000000000000000000885,1,p0000000000000000000000000076,s0000000000000000000000000007,2018-07-30 14:01:21,135.3,31.37
o0000000000000000000000000886,1,p0000000000000000000000000110,s0000000000000000000000000016,2018-01-12 02:58:29,12.42,24.19
o0000000000000000000000000886,2,p0000000000000000000000000064,s0000000000000000000000000016,2018-01-12 02:58:29,116.86,23.79
o0000000000000000000000000887,1,p0000000000000000000000000111,s0000000000000000000000000036,2017-04-05 14:19:27,190.59,18.69
o0000000000000000000000000887,2,p0000000000000000000000000029,s0000000000000000000000000036,2017-04-05 14:19:27,266.65,15.43
o0000000000000000000000000888,1,p0000000000000000000000000107,s0000000000000000000000000025,2018-04-06 18:23:30,73.76,29.95
o0000000000000000000000000888,2,p0000000000000000000000000056,s0000000000000000000000000025,2018-04-06 18:23:30,77.31,31.42
o0000000000000000000000000889,1,p0000000000000000000000000135,s0000000000000000000000000011,2018-02-12 01:30:32,370.25,34.05
o0000000000000000000000000889,2,p0000000000000000000000000023,s0000000000000000000000000011,2018-02-12 01:30:32,193.87,32.26
o0000000000000000000000000890,1,p0000000000000000000000000006,s0000000000000000000000000014,2017-03-21 18:05:38,392.51,45.85
o0000000000000000000000000890,2,p0000000000000000000000000058,s0000000000000000000000000014,2017-03-21 18:05:38,194.95,45.52
o0000000000000000000000000891,1,p0000000000000000000000000051,s0000000000000000000000000004,2017-12-06 20:45:12,242.22,33.43
o0000000000000000000000000891,2,p0000000000000000000000000139,s0000000000000000000000000004,2017-12-06 20:45:12,221.83,37.08
o0000000000000000000000000892,1,p0000000000000000000000000052,s0000000000000000000000000052,2018-01-02 22:05:19,215.75,37.49
o0000000000000000000000000893,1,p0000000000000000000000000025,s0000000000000000000000000051,2018-03-05 21:15:09,210.17,29.17
o0000000000000000000000000894,1,p0000000000000000000000000155,s0000000000000000000000000030,2017-09-25 21:18:56,358.66,19.79
o0000000000000000000000000894,2,p0000000000000000000000000130,s0000000000000000000000000030,2017-09-25 21:18:56,269.15,23.55
o0000000000000000000000000895,1,p0000000000000000000000000055,s0000000000000000000000000000,2017-07-19 20:43:47,50.86,38.17
o0000000000000000000000000895,2,p0000000000000000000000000010,s0000000000000000000000000000,2017-07-19 20:43:47,276.36,40.8
o0000000000000000000000000896,1,p0000000000000000000000000078,s0000000000000000000000000032,2017-06-04 14:44:23,356.45,34.24
o0000000000000000000000000897,1,p0000000000000000000000000115,s0000000000000000000000000038,2018-04-20 20:47:04,251.75,27.57
o0000000000000000000000000898,1,p0000000000000000000000000109,s0000000000000000000000000048,2018-04-20 09:42:58,382.07,25.19
o0000000000000000000000000898,2,p0000000000000000000000000016,s0000000000000000000000000048,2018-04-20 09:42:58,179.62,25.93
o0000000000000000000000000898,3,p0000000000000000000000000156,s0000000000000000000000000048,2018-04-20 09:42:58,135.89,21.62
o0000000000000000000000000898,4,p0000000000000000000000000127,s0000000000000000000000000048,2018-04-20 09:42:58,208.34,21.56
o0000000000000000000000000899,1,p0000000000000000000000000058,s0000000000000000000000000023,2018-04-30 19:18:05,99.94,29.75
o0000000000000000000000000899,2,p0000000000000000000000000096,s0000000000000000000000000023,2018-04-30 19:18:05,343.56,32.37
o0000000000000000000000000899,3,p0000000000000000000000000017,s0000000000000000000000000023,2018-04-30 19:18:05,225.4,31.71
o0000000000000000000000000900,1,p0000000000000000000000000124,s0000000000000000000000000040,2018-03-01 20:05:42,115.88,28.25
o0000000000000000000000000901,1,p0000000000000000000000000014,s0000000000000000000000000050,2018-06-06 06:32:09,285.63,33.17
o0000000000000000000000000901,2,p0000000000000000000000000143,s0000000000000000000000000050,2018-06-06 06:32:09,90.92,34.56
o0000000000000000000000000902,1,p0000000000000000000000000047,s0000000000000000000000000022,2017-09-09 13:50:29,57.23,25.43
o0000000000000000000000000902,2,p0000000000000000000000000106,s0000000000000000000000000022,2017-09-09 13:50:29,158.32,22.84
o0000000000000000000000000902,3,p0000000000000000000000000153,s0000000000000000000000000022,2017-09-09 13:50:29,301.55,26.02
o0000000000000000000000000902,4,p0000000000000000000000000105,s0000000000000000000000000022,2017-09-09 13:50:29,180.98,20.55
o0000000000000000000000000903,1,p0000000000000000000000000158,s0000000000000000000000000028,2018-06-09 10:00:43,299.26,18.02
o0000000000000000000000000903,2,p0000000000000000000000000115,s0000000000000000000000000028,2018-06-09 10:00:43,250.34,19.42
o0000000000000000000000000903,3,p0000000000000000000000000077,s0000000000000000000000000028,2018-06-09 10:00:43,119.12,19.88
o0000000000000000000000000903,4,p0000000000000000000000000070,s0000000000000000000000000028,2018-06-09 10:00:43,125.98,21.16
o0000000000000000000000000904,1,p0000000000000000000000000097,s0000000000000000000000000004,2018-03-17 08:55:00,358.73,41.82
o0000000000000000000000000905,1,p0000000000000000000000000069,s0000000000000000000000000051,2017-01-04 19:29:44,314.44,33.73
o0000000000000000000000000906,1,p0000000000000000000000000074,s0000000000000000000000000024,2017-06-01 23:27:11,237.14,27.63
o0000000000000000000000000906,2,p0000000000000000000000000091,s0000000000000000000000000024,2017-06-01 23:27:11,48.0,28.0
o0000000000000000000000000907,1,p0000000000000000000000000025,s0000000000000000000000000003,2017-09-10 00:12:21,292.56,17.63
